Name,Zipcode,CoEd,Wheelchair Access,24HR Support
Help At Home LLC,60914,Female,No,Yes
Help At Home LLC,61011,Male,No,Yes
Help At Home LLC,61032,,No,
Help At Home LLC,61032,Male,No,Yes
Help At Home LLC,61032,,No,
Help At Home LLC,61062,Female,No,Yes
Help At Home LLC,61078,,No,
Help At Home LLC,61088,Female,No,Yes
Help At Home LLC,61115,Male,No,Yes
Help At Home LLC,61115,Female,No,Yes
Help At Home LLC,61525,,Yes,
Help At Home LLC,61604,,No,
Help At Home LLC,61606,,No,
Help At Home LLC,61614,Male,No,Yes
Help At Home LLC,61615,Female,No,Yes
Help At Home LLC,61615,,No,
Help At Home LLC,61752,Female,No,Yes
Help At Home LLC,61752,Male,No,Yes
Help At Home LLC,61832,,No,
Help At Home LLC,62073,Male,No,Yes
Help At Home LLC,62629,Female,No,Yes
Help At Home LLC,62629,,No,
Help At Home LLC,62702,Male,No,Yes
Help At Home LLC,62704,Male,No,Yes
Help At Home LLC,62704,Female,No,Yes
Help At Home LLC,62711,Male,No,Yes
Help At Home LLC,62712,Female,Yes,Yes
Help At Home LLC,62901,,No,
Help At Home LLC,62901,Male,No,Yes
Helping Hand Rehab.,60162,,No,
Helping Hand Rehab.,60458,,No,
Helping Hand Rehab.,60480,Co-Ed,No,Yes
Helping Hand Rehab.,60513,Male,No,Yes
Helping Hand Rehab.,60521,,No,
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,Co-Ed,No,Yes
Helping Hand Rehab.,60525,,No,
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,Co-Ed,No,Yes
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,Co-Ed,Yes,Yes
Helping Hand Rehab.,60525,,No,
Helping Hand Rehab.,60525,,No,
Helping Hand Rehab.,60526,,No,
Helping Hand Rehab.,60526,,No,
Helping Hand Rehab.,60526,,No,
Helping Hand Rehab.,60526,Co-Ed,Yes,Yes
Helping Hand Rehab.,60526,Male,No,Yes
Helping Hand Rehab.,60561,,No,
Helping Hand Rehab.,60638,,No,
Helping Hand Rehab.,60650,,No,
"Heroes of the Game, Inc.",61080,,No,
"Homes of Hope, Inc.",61704,Male,No,Yes
"Homes of Hope, Inc.",61761,Female,Yes,Yes
"Homes of Hope, Inc.",61761,Male,Yes,Yes
"Homes of Hope, Inc.",61761,Female,No,Yes
"Homes of Hope, Inc.",61761,Female,No,Yes
Horizon House of IL Valley,61301,Co-Ed,Yes,Yes
Horizon House of IL Valley,61301,Co-Ed,Yes,Yes
Horizon House of IL Valley,61301,Co-Ed,Yes,Yes
Horizon House of IL Valley,61301,,No,
Horizon House of IL Valley,61342,Co-Ed,Yes,Yes
Horizon House of IL Valley,61342,Male,Yes,Yes
Horizon House of IL Valley,61354,Co-Ed,Yes,Yes
Horizon House of IL Valley,61354,Co-Ed,No,Yes
Horizon House of IL Valley,61354,Co-Ed,Yes,Yes
Horizon House of IL Valley,61354,,No,
Horizon House of IL Valley,61354,,No,
Horizon House of IL Valley,61354,,No,
Horizon House of IL Valley,61362,Co-Ed,Yes,Yes
Horizon House of IL Valley,61362,Male,No,Yes
Huma Sadiq D.B.A. AMMA Care LLC,60148,Co-Ed,No,Yes
Human Resource Ctr.,61944,Male,Yes,Yes
Human Resource Ctr.,61944,,No,
Human Resource Ctr.,61944,,No,
Human Services Ctr.,62233,Co-Ed,Yes,Yes
Human Support Services,62248,Female,Yes,Yes
Human Support Services,62248,,Yes,
Human Support Services,62248,Male,Yes,Yes
Human Support Services,62298,Co-Ed,No,Yes
Human Support Services,62298,Co-Ed,No,Yes
Human Support Services,62298,,No,
Human Support Services,62298,,No,
"Illinois Mentor Community Services, Inc.",60411,,No,
"Illinois Mentor Community Services, Inc.",60411,,No,
"Illinois Mentor Community Services, Inc.",60419,,No,
"Illinois Mentor Community Services, Inc.",60419,,No,
"Illinois Mentor Community Services, Inc.",60426,,No,
"Illinois Mentor Community Services, Inc.",60428,,No,
"Illinois Mentor Community Services, Inc.",60429,,No,
"Illinois Mentor Community Services, Inc.",60429,,No,
"Illinois Mentor Community Services, Inc.",60443,,No,
"Illinois Mentor Community Services, Inc.",60466,,No,
"Illinois Mentor Community Services, Inc.",60471,,No,
"Illinois Mentor Community Services, Inc.",60473,,No,
"Illinois Mentor Community Services, Inc.",60484,,No,
"Illinois Mentor Community Services, Inc.",60617,,No,
"Illinois Mentor Community Services, Inc.",60619,,No,
"Illinois Mentor Community Services, Inc.",60619,,No,
"Illinois Mentor Community Services, Inc.",60620,,No,
"Illinois Mentor Community Services, Inc.",60624,Co-Ed,No,No
"Illinois Mentor Community Services, Inc.",60628,,No,
"Illinois Mentor Community Services, Inc.",60628,,No,
"Illinois Mentor Community Services, Inc.",60628,,No,
"Illinois Mentor Community Services, Inc.",60641,,No,
"Illinois Mentor Community Services, Inc.",60643,,No,
"Illinois Mentor Community Services, Inc.",60643,,No,
"Illinois Mentor Community Services, Inc.",60644,,No,
"Illinois Mentor Community Services, Inc.",60827,,No,
"Illinois Mentor Community Services, Inc.",60827,,No,
"Illinois Mentor Community Services, Inc.",60827,,No,
"Illinois Mentor Community Services, Inc.",61604,,No,
"Illinois Mentor Community Services, Inc.",61616,,No,
"Illinois Mentor Community Services, Inc.",62095,,No,
Independent Living Services/Kel Tech,62906,Co-Ed,Yes,Yes
Independent Living Services/Kel Tech,62906,Male,No,Yes
Independent Living Services/Kel Tech,62906,Co-Ed,Yes,Yes
Independent Living Services/Kel Tech,62906,,No,
Independent Living Services/Kel Tech,62920,Co-Ed,Yes,Yes
Independent Living Services/Kel Tech,62920,Co-Ed,Yes,Yes
Independent Living Services/Kel Tech,62952,,No,
Independent Living Services/Kel Tech,62960,Co-Ed,Yes,Yes
Individual Advocacy Group,60076,,No,
Individual Advocacy Group,60305,,No,
Individual Advocacy Group,60403,Male,No,Yes
Individual Advocacy Group,60403,Female,No,Yes
Individual Advocacy Group,60423,Male,No,Yes
Individual Advocacy Group,60423,Male,No,Yes
Individual Advocacy Group,60429,,No,
Individual Advocacy Group,60435,Co-Ed,No,Yes
Individual Advocacy Group,60440,Male,No,Yes
Individual Advocacy Group,60440,Male,No,No
Individual Advocacy Group,60440,,No,
Individual Advocacy Group,60440,Co-Ed,No,Yes
Individual Advocacy Group,60440,Male,No,Yes
Individual Advocacy Group,60440,,No,
Individual Advocacy Group,60440,Male,No,Yes
Individual Advocacy Group,60446,,No,
Individual Advocacy Group,60446,Male,No,Yes
Individual Advocacy Group,60446,Male,No,Yes
Individual Advocacy Group,60449,,No,
Individual Advocacy Group,60449,Male,No,Yes
Individual Advocacy Group,60490,Co-Ed,No,Yes
Individual Advocacy Group,60506,,No,
Individual Advocacy Group,60532,,No,
Individual Advocacy Group,60538,Male,No,Yes
Individual Advocacy Group,60543,Male,No,Yes
Individual Advocacy Group,60543,Male,No,Yes
Individual Advocacy Group,60543,Female,No,Yes
Individual Advocacy Group,60543,Male,No,Yes
Individual Advocacy Group,60545,Male,No,Yes
Individual Advocacy Group,60548,Female,No,Yes
Individual Advocacy Group,60552,Male,No,Yes
Individual Advocacy Group,60560,Male,No,Yes
Individual Advocacy Group,60561,,No,
Individual Advocacy Group,60563,Co-Ed,No,Yes
Individual Advocacy Group,60565,Male,No,Yes
Individual Advocacy Group,60901,,No,
Individual Advocacy Group,61241,Male,No,Yes
Individual Advocacy Group,61241,Female,No,Yes
Individual Advocacy Group,61241,Male,No,Yes
Individual Advocacy Group,61244,Co-Ed,No,Yes
Individual Advocacy Group,61244,,No,
Individual Advocacy Group,61265,Male,No,Yes
Individual Advocacy Group,61265,Male,No,Yes
Individual Advocacy Group,61265,Male,No,Yes
Individual Advocacy Group,61265,Male,No,Yes
Individual Advocacy Group,61265,,No,
Individual Advocacy Group,61265,Female,No,Yes
Individual Advocacy Group,61265,,No,
Individual Advocacy Group,61265,,No,
Individual Advocacy Group,61265,,No,
Individual Advocacy Group,61614,Female,No,Yes
Individual Advocacy Group,61614,Male,No,Yes
Individual Advocacy Group,61614,Female,No,Yes
Individual Advocacy Group,61615,Female,No,Yes
Individual Advocacy Group,61615,Male,No,Yes
Individual Advocacy Group,61822,Male,No,Yes
Individual Advocacy Group,61822,Male,No,Yes
Individual Advocacy Group,61822,Female,Yes,Yes
Individual Advocacy Group,62563,,No,
Individual Advocacy Group,62702,,No,
Individual Advocacy Group,62704,Male,No,Yes
Individual Advocacy Group,62704,Female,No,Yes
Individual Advocacy Group,62704,Male,No,Yes
Individual Advocacy Group,62704,,No,
Individual Advocacy Group,62707,Male,Yes,No
Individual Advocacy Group,62711,Male,No,Yes
Individual Advocacy Group,62711,,No,
Janaston Mgmt. & Develop. Corp.,60623,Male,No,Yes
Janaston Mgmt. & Develop. Corp.,60624,Co-Ed,No,Yes
Janaston Mgmt. & Develop. Corp.,60629,,No,
Janaston Mgmt. & Develop. Corp.,60634,Co-Ed,No,Yes
Janaston Mgmt. & Develop. Corp.,60636,Co-Ed,No,No
Janaston Mgmt. & Develop. Corp.,60651,Co-Ed,No,Yes
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jefferson Co. Comprehensive Svcs.,62864,,No,
Jewish Child and Family Services,60091,Male,No,Yes
Jewish Child and Family Services,60645,Male,No,Yes
Jewish Child and Family Services,60645,Co-Ed,No,Yes
Joseph Rehabilitation Center,60443,Co-Ed,Yes,Yes
Joseph Rehabilitation Center,60443,Male,Yes,Yes
Joseph Rehabilitation Center,60443,Female,No,Yes
Joseph Rehabilitation Center,60487,Male,Yes,Yes
Kankakee Co. Training Ctr.,60901,Female,No,Yes
Kankakee Co. Training Ctr.,60901,Female,No,Yes
Kankakee Co. Training Ctr.,60901,Female,No,Yes
Kankakee Co. Training Ctr.,60901,Male,No,Yes
Kankakee Co. Training Ctr.,60901,Co-Ed,Yes,Yes
Kankakee Co. Training Ctr.,60901,,No,
Kankakee Co. Training Ctr.,60901,,No,
Kankakee Co. Training Ctr.,60914,Male,No,Yes
Kankakee Co. Training Ctr.,60914,Female,No,Yes
Kankakee Co. Training Ctr.,60914,Male,Yes,Yes
Kankakee Co. Training Ctr.,60914,Male,No,Yes
Kankakee Co. Training Ctr.,60914,,No,
Kankakee Co. Training Ctr.,60915,Male,No,Yes
Karriem's Developmental Services,60426,Co-Ed,Yes,Yes
Karriem's Developmental Services,60428,,Yes,
Karriem's Developmental Services,60429,,No,
Karriem's Developmental Services,60429,Female,Yes,Yes
Kaskaskia Workshop,62801,Co-Ed,No,Yes
Kaskaskia Workshop,62801,,No,
Kaskaskia Workshop,62801,Female,No,Yes
Kreider Services,61021,Male,No,Yes
Kreider Services,61021,Male,No,Yes
Kreider Services,61021,Co-Ed,No,No
Kreider Services,61021,,No,
Kreider Services,61021,Co-Ed,Yes,Yes
Kreider Services,61021,Co-Ed,No,Yes
Kreider Services,61021,Co-Ed,No,Yes
Kreider Services,61021,,No,
Kreider Services,61021,,No,
Kreider Services,61021,Co-Ed,No,Yes
Kreider Services,61021,Male,No,Yes
Kreider Services,61021,Co-Ed,No,Yes
Kreider Services,61036,Co-Ed,Yes,Yes
Kreider Services,61071,Male,Yes,Yes
Kreider Services,61071,Co-Ed,Yes,Yes
Kreider Services,61071,Co-Ed,Yes,Yes
"Krypton, Inc.",62910,Female,No,Yes
"Krypton, Inc.",62960,Male,No,Yes
"Krypton, Inc.",62960,Female,Yes,Yes
"Krypton, Inc.",62960,Co-Ed,Yes,Yes
Kwanza Suite Corporation,60628,Male,No,Yes
Kwanza Suite Corporation,60805,Male,No,Yes
L'Arche Chicago Inc.,60130,Co-Ed,No,Yes
L'Arche Chicago Inc.,60130,Male,No,Yes
L'Arche Chicago Inc.,60644,Co-Ed,No,Yes
Lambs Farms,60048,Co-Ed,No,No
Lambs Farms,60048,Male,No,No
Lambs Farms,60048,,No,
Lambs Farms,60048,,No,
Lambs Farms,60048,Male,No,No
Lambs Farms,60060,Female,No,No
Lambs Farms,60085,Male,No,No
Lambs Farms,60085,,No,
Lambs Farms,60644,,No,
Lansing ARC,60438,Male,No,Yes
Lansing ARC,60438,Female,No,Yes
Lansing ARC,60438,Co-Ed,No,Yes
Lansing ARC,60438,Male,No,Yes
Lansing ARC,60438,Female,No,Yes
Lansing ARC,60438,Female,No,Yes
Lansing ARC,60438,Female,No,Yes
Lansing ARC,60438,Male,No,Yes
Lansing ARC,60438,Male,No,Yes
Lansing ARC,60438,Male,No,Yes
Lansing ARC,60438,Female,No,Yes
Lawrence Crawford Assoc.,62454,Co-Ed,Yes,Yes
"LEEDA Services of IL, Inc.",60076,Co-Ed,No,Yes
"LEEDA Services of IL, Inc.",60201,,No,
"LEEDA Services of IL, Inc.",60626,Female,No,Yes
"LEEDA Services of IL, Inc.",60626,Female,No,Yes
"LEEDA Services of IL, Inc.",60626,Co-Ed,No,Yes
"LEEDA Services of IL, Inc.",60626,Female,No,Yes
"LEEDA Services of IL, Inc.",60626,Male,No,Yes
"LEEDA Services of IL, Inc.",60626,Co-Ed,No,Yes
"LEEDA Services of IL, Inc.",60626,,No,
"LEEDA Services of IL, Inc.",60626,Male,No,Yes
"LEEDA Services of IL, Inc.",60645,Female,No,Yes
"LEEDA Services of IL, Inc.",60645,Male,No,Yes
"LEEDA Services of IL, Inc.",60645,Female,No,Yes
"LEEDA Services of IL, Inc.",60645,Male,No,Yes
"LEEDA Services of IL, Inc.",60645,Co-Ed,No,Yes
"LEEDA Services of IL, Inc.",60659,Male,No,Yes
"LEEDA Services of IL, Inc.",60659,Male,No,Yes
"LEEDA Services of IL, Inc.",60659,,No,
"LEEDA Services of IL, Inc.",60659,Male,No,Yes
"LEEDA Services of IL, Inc.",60660,Female,No,Yes
"Liberty Enterprises, Inc.",62959,Co-Ed,No,Yes
"Liberty Enterprises, Inc.",62959,Co-Ed,Yes,Yes
"Liberty Enterprises, Inc.",62959,Male,No,Yes
"Lincoln Square, Inc.",62926,Co-Ed,Yes,Yes
"Lincoln Square, Inc.",62952,Co-Ed,No,Yes
Little City Foundation,60004,Male,Yes,Yes
Little City Foundation,60005,Female,No,Yes
Little City Foundation,60007,,No,
Little City Foundation,60060,Male,No,Yes
Little City Foundation,60067,Female,Yes,Yes
Little City Foundation,60067,Co-Ed,No,No
Little City Foundation,60074,Male,No,Yes
Little City Foundation,60107,Female,No,Yes
Little City Foundation,60133,Male,Yes,Yes
Little City Foundation,60133,Male,No,Yes
Little City Foundation,60133,Male,Yes,Yes
Little City Foundation,60133,Male,No,Yes
Little City Foundation,60172,Male,Yes,Yes
Little City Foundation,60193,Male,Yes,Yes
Little City Foundation,60194,Male,Yes,Yes
Little Friends Inc,60137,Female,No,Yes
Little Friends Inc,60504,,No,
Little Friends Inc,60515,,No,
Little Friends Inc,60515,,No,
Little Friends Inc,60515,Co-Ed,No,No
Little Friends Inc,60516,,No,
Little Friends Inc,60516,,No,
Little Friends Inc,60516,Female,No,No
Little Friends Inc,60532,,No,
Little Friends Inc,60532,,No,
Little Friends Inc,60532,,No,
Little Friends Inc,60540,,No,
Little Friends Inc,60540,,No,
Little Friends Inc,60540,Co-Ed,No,No
Little Friends Inc,60540,Male,No,Yes
Little Friends Inc,60540,Male,No,Yes
Little Friends Inc,60540,Male,No,Yes
Little Friends Inc,60540,Female,No,Yes
Little Friends Inc,60540,Female,No,Yes
Little Friends Inc,60540,Male,No,Yes
Little Friends Inc,60559,Male,No,Yes
Little Friends Inc,60563,Male,No,Yes
Little Friends Inc,60563,,No,
Little Friends Inc,60563,,No,
Little Friends Inc,60563,,No,
Little Friends Inc,60563,,No,
Little Friends Inc,60563,,No,
Little Friends Inc,60564,Female,No,Yes
Little Friends Inc,60564,Female,No,Yes
Little Friends Inc,60564,Female,No,Yes
Little Friends Inc,60564,Female,No,Yes
Little Friends Inc,60565,,No,
Little Friends Inc,60565,Male,No,Yes
Little Friends Inc,60565,Male,No,Yes
Living In A Family Environment,62901,Co-Ed,Yes,Yes
Living In A Family Environment,62901,Co-Ed,Yes,Yes
Living In A Family Environment,62902,Co-Ed,Yes,Yes
Locust Street Resource Center,62069,Female,No,Yes
Locust Street Resource Center,62626,,Yes,
"Lutheran Social Services, Inc.",60506,Co-Ed,No,Yes
"Lutheran Social Services, Inc.",60506,Male,No,Yes
"Lutheran Social Services, Inc.",60647,Co-Ed,No,Yes
"Lutheran Social Services, Inc.",60659,Co-Ed,No,Yes
"Lutheran Social Services, Inc.",61021,Co-Ed,No,Yes
"Lutheran Social Services, Inc.",61046,,No,
"Lutheran Social Services, Inc.",61071,,No,
"Lutheran Social Services, Inc.",61074,,No,
"Lutheran Social Services, Inc.",61081,Male,No,Yes
"Lutheran Social Services, Inc.",61085,Co-Ed,No,No
"Lutheran Social Services, Inc.",61087,,No,
"Lutheran Social Services, Inc.",61252,,No,
"Lutheran Social Services, Inc.",62618,Co-Ed,No,Yes
Macon Resources Inc,62521,Female,No,Yes
Macon Resources Inc,62521,Male,No,Yes
Macon Resources Inc,62521,Co-Ed,Yes,Yes
Macon Resources Inc,62521,Co-Ed,Yes,Yes
Macon Resources Inc,62521,Co-Ed,No,Yes
Macon Resources Inc,62521,,No,
Macon Resources Inc,62521,,No,
Macon Resources Inc,62521,,No,
Macon Resources Inc,62522,,No,
Macon Resources Inc,62522,Co-Ed,No,Yes
Macon Resources Inc,62522,Co-Ed,No,No
Macon Resources Inc,62522,,No,
Macon Resources Inc,62523,,No,
Macon Resources Inc,62526,Co-Ed,Yes,Yes
Macon Resources Inc,62526,,No,
Macon Resources Inc,62526,,No,
Macon Resources Inc,62526,Co-Ed,No,Yes
Macon Resources Inc,62526,Co-Ed,No,Yes
Macon Resources Inc,62549,,No,
Malcolm Eaton Enterprises,61032,Male,No,Yes
Malcolm Eaton Enterprises,61032,Female,No,Yes
Malcolm Eaton Enterprises,61032,,No,
MARCFIRST,61701,Co-Ed,No,Yes
MARCFIRST,61701,Co-Ed,No,No
MARCFIRST,61701,Co-Ed,No,No
MARCFIRST,61704,Female,Yes,Yes
MARCFIRST,61705,Co-Ed,Yes,Yes
MARCFIRST,61705,,Yes,
MARCFIRST,61761,Co-Ed,Yes,Yes
MARCFIRST,61761,,Yes,
MARCFIRST,61761,Male,Yes,Yes
MARCFIRST,61761,Co-Ed,No,Yes
MARCFIRST,61761,,Yes,
MARCFIRST,61761,,Yes,
Marion County Horizon Center,61937,,No,
Marion County Horizon Center,62231,Co-Ed,Yes,Yes
Marion County Horizon Center,62231,Co-Ed,Yes,Yes
Marion County Horizon Center,62231,Co-Ed,Yes,Yes
Marion County Horizon Center,62450,Co-Ed,Yes,Yes
Marion County Horizon Center,62450,Female,Yes,Yes
Marion County Horizon Center,62450,Co-Ed,No,Yes
Marion County Horizon Center,62450,Co-Ed,No,Yes
Marion County Horizon Center,62450,Co-Ed,No,Yes
Marion County Horizon Center,62450,,No,
Marion County Horizon Center,62521,,No,
Marion County Horizon Center,62549,,Yes,
Marion County Horizon Center,62864,Co-Ed,Yes,Yes
Marion County Horizon Center,62881,Male,Yes,Yes
Marion County Horizon Center,62881,Co-Ed,No,Yes
Marion County Horizon Center,62881,Co-Ed,Yes,Yes
Marion County Horizon Center,62881,Female,Yes,Yes
Marion County Horizon Center,62881,Male,No,Yes
Marion County Horizon Center,62881,Co-Ed,Yes,Yes
Marion County Horizon Center,62881,Male,No,Yes
Marion County Horizon Center,62881,Male,No,Yes
Marion County Horizon Center,62924,Male,Yes,Yes
Marion County Horizon Center,62966,Co-Ed,Yes,Yes
Marion County Horizon Center,62966,Female,Yes,Yes
Mental Health Ctr. of C. IL,62656,Female,No,Yes
Mental Health Ctr. of C. IL,62656,,No,
"Midwest Care, Inc.",60429,,No,
"Midwest Care, Inc.",60617,,No,
"Midwest Care, Inc.",60620,,No,
"Midwest Care, Inc.",60641,Female,No,Yes
"Midwest Care, Inc.",60659,Female,No,Yes
"Milestone, Inc.",61101,Male,No,Yes
"Milestone, Inc.",61101,Male,No,Yes
"Milestone, Inc.",61101,Male,No,Yes
"Milestone, Inc.",61103,,No,
"Milestone, Inc.",61104,,No,
"Milestone, Inc.",61104,,No,
"Milestone, Inc.",61107,Male,No,Yes
"Milestone, Inc.",61107,Co-Ed,No,Yes
"Milestone, Inc.",61107,Co-Ed,No,Yes
"Milestone, Inc.",61107,Male,No,Yes
"Milestone, Inc.",61107,Male,No,Yes
"Milestone, Inc.",61107,Male,Yes,Yes
"Milestone, Inc.",61107,Co-Ed,No,No
"Milestone, Inc.",61107,Male,No,Yes
"Milestone, Inc.",61107,Co-Ed,No,No
"Milestone, Inc.",61108,Co-Ed,Yes,Yes
"Milestone, Inc.",61108,Male,No,Yes
"Milestone, Inc.",61108,Co-Ed,No,Yes
"Milestone, Inc.",61108,Female,No,Yes
"Milestone, Inc.",61108,Male,Yes,Yes
"Milestone, Inc.",61108,Female,No,Yes
"Milestone, Inc.",61108,Male,No,Yes
"Milestone, Inc.",61108,Co-Ed,Yes,Yes
"Milestone, Inc.",61111,Co-Ed,Yes,Yes
"Milestone, Inc.",61111,Male,Yes,Yes
"Milestone, Inc.",61111,Co-Ed,Yes,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,Male,No,Yes
"Milestone, Inc.",61114,Male,No,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,Male,No,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,Female,No,Yes
"Milestone, Inc.",61114,,No,
"Milestone, Inc.",61115,,No,
Millenium Garden,60411,Co-Ed,No,Yes
Millenium Garden,60411,Male,No,Yes
Millenium Garden,60419,Female,No,Yes
Millenium Garden,60425,Male,No,Yes
Millenium Garden,60473,Female,Yes,Yes
Misericordia Home,60091,,No,
Misericordia Home,60645,Male,No,Yes
Misericordia Home,60645,Male,No,Yes
Misericordia Home,60645,Male,No,Yes
Misericordia Home,60645,Female,No,Yes
Misericordia Home,60645,Male,No,Yes
Misericordia Home,60646,Female,No,Yes
Misericordia Home,60646,Female,No,Yes
Misericordia Home,60646,Male,No,Yes
Misericordia Home,60646,Male,No,Yes
Misericordia Home,60659,,No,
Misericordia Home,60660,Male,No,Yes
Misericordia Home,60712,Female,No,Yes
MOSAIC of Illinois,60420,Co-Ed,Yes,Yes
MOSAIC of Illinois,60420,Co-Ed,Yes,Yes
MOSAIC of Illinois,60420,Co-Ed,Yes,Yes
MOSAIC of Illinois,60921,,No,
MOSAIC of Illinois,61020,,No,
MOSAIC of Illinois,61020,,No,
MOSAIC of Illinois,61032,,No,
MOSAIC of Illinois,61032,,No,
MOSAIC of Illinois,61032,,No,
MOSAIC of Illinois,61060,,No,
MOSAIC of Illinois,61065,,No,
MOSAIC of Illinois,61080,,No,
MOSAIC of Illinois,61101,,No,
MOSAIC of Illinois,61103,,No,
MOSAIC of Illinois,61103,,No,
MOSAIC of Illinois,61104,Male,No,Yes
MOSAIC of Illinois,61104,,No,
MOSAIC of Illinois,61108,Male,Yes,Yes
MOSAIC of Illinois,61109,,No,
MOSAIC of Illinois,61109,Co-Ed,Yes,Yes
MOSAIC of Illinois,61111,Male,No,Yes
MOSAIC of Illinois,61111,,No,
MOSAIC of Illinois,61111,,No,
MOSAIC of Illinois,61111,,No,
MOSAIC of Illinois,61114,Male,No,Yes
MOSAIC of Illinois,61114,,No,
MOSAIC of Illinois,61114,Co-Ed,Yes,Yes
MOSAIC of Illinois,61114,Female,Yes,Yes
MOSAIC of Illinois,61115,Co-Ed,Yes,Yes
MOSAIC of Illinois,61115,,No,
MOSAIC of Illinois,61115,,No,
MOSAIC of Illinois,61319,,No,
MOSAIC of Illinois,61364,,No,
MOSAIC of Illinois,61422,Co-Ed,No,Yes
MOSAIC of Illinois,61422,Co-Ed,Yes,Yes
MOSAIC of Illinois,61422,Co-Ed,Yes,Yes
MOSAIC of Illinois,61422,Co-Ed,Yes,Yes
MOSAIC of Illinois,61455,Co-Ed,No,Yes
MOSAIC of Illinois,61455,Male,Yes,Yes
MOSAIC of Illinois,61455,Co-Ed,No,Yes
MOSAIC of Illinois,61455,Co-Ed,Yes,Yes
MOSAIC of Illinois,61455,Co-Ed,No,Yes
MOSAIC of Illinois,61455,Male,Yes,Yes
MOSAIC of Illinois,61455,Female,Yes,Yes
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61455,,No,
MOSAIC of Illinois,61482,,No,
MOSAIC of Illinois,61520,Co-Ed,No,Yes
MOSAIC of Illinois,61520,Co-Ed,No,Yes
MOSAIC of Illinois,61520,,No,
MOSAIC of Illinois,61764,Female,Yes,Yes
MOSAIC of Illinois,61764,Female,Yes,Yes
MOSAIC of Illinois,61764,Co-Ed,Yes,Yes
MOSAIC of Illinois,61764,Co-Ed,Yes,Yes
MOSAIC of Illinois,61764,,No,
MOSAIC of Illinois,61764,,No,
MOSAIC of Illinois,61764,,Yes,
MOSAIC of Illinois,62681,,No,
Moultrie Co. Beacon,61951,Male,Yes,Yes
Moultrie Co. Beacon,61951,Male,Yes,Yes
Moultrie Co. Beacon,61951,Co-Ed,Yes,Yes
Moultrie Co. Beacon,61951,,No,
Moultrie Co. Beacon,61951,Co-Ed,Yes,Yes
Moultrie Co. Beacon,61951,,Yes,
Moultrie Co. Beacon,61951,Female,No,Yes
Moultrie Co. Beacon,61951,Female,Yes,Yes
Moultrie Co. Beacon,61951,Co-Ed,No,Yes
Moultrie Co. Beacon,61951,Co-Ed,No,Yes
Moultrie Co. Beacon,61951,,No,
"Mulford Homes, Inc.",60016,Co-Ed,No,Yes
"Mulford Homes, Inc.",60016,Female,No,Yes
"Mulford Homes, Inc.",60076,Male,No,Yes
"Mulford Homes, Inc.",60076,,No,
"MYSI, Corporation",60123,,No,
"New Star, Inc",60409,,No,
"New Star, Inc",60411,,No,
"New Star, Inc",60417,Female,Yes,Yes
"New Star, Inc",60417,Male,Yes,Yes
"New Star, Inc",60417,Male,Yes,Yes
"New Star, Inc",60417,Female,Yes,Yes
"New Star, Inc",60417,Female,Yes,Yes
"New Star, Inc",60417,Male,Yes,Yes
"New Star, Inc",60417,Female,Yes,Yes
"New Star, Inc",60422,Male,No,Yes
"New Star, Inc",60422,Male,No,Yes
"New Star, Inc",60422,Female,No,Yes
"New Star, Inc",60422,,No,
"New Star, Inc",60430,,No,
"New Star, Inc",60430,,No,
"New Star, Inc",60438,,No,
"New Star, Inc",60438,,No,
"New Star, Inc",60443,Female,No,Yes
"New Star, Inc",60452,Female,No,Yes
"New Star, Inc",60466,Female,No,Yes
"New Star, Inc",60473,Female,No,Yes
"New Star, Inc",60473,Male,No,Yes
"New Star, Inc",60473,Male,No,Yes
"New Star, Inc",60473,Male,No,Yes
"New Star, Inc",60473,Female,No,Yes
"New Star, Inc",60473,Male,No,Yes
"New Star, Inc",60473,Co-Ed,No,Yes
"New Star, Inc",60475,Male,No,Yes
"New Star, Inc",60476,Male,No,Yes
"New Star, Inc",60803,,Yes,
"New Star, Inc",60803,Co-Ed,Yes,No
"New Star, Inc",60803,,No,
